geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,prc_native_hi,prc_native_hi_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,turnout_tot_2016,vbm_tot_2020,turnout_tot_2020
15003000121,3.0,0.11982,0.0,0.98442,0.0,0.04169,1.0,0.02539,1.0,0.03809,1.0,0.46137,0.0,0.0,1.0,0.07112,0.0,0.0,1.0,0.25866,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02166,1.0,0.01426,1.0,0.00866,1.0,0.0,1.0,0.0917,0.0,0.01931,1.0,0.28502,0.0,0.01661,1.0,0.01534,1.0,0.06715,0.0,0.0029,0.0,0.03213,0.0,0.00281,0.00305,2745.0,0.81321,3375.49296,,,0.9653,0.77531
15003000122,3.0,0.11982,0.0,0.98442,0.0,0.04169,1.0,0.02539,1.0,0.03809,1.0,0.46137,0.0,0.0,1.0,0.07112,0.0,0.0,1.0,0.25866,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02166,1.0,0.01426,1.0,0.00866,1.0,0.0,1.0,0.0917,0.0,0.01931,1.0,0.28502,0.0,0.01661,1.0,0.01534,1.0,0.06715,0.0,0.00304,0.0,0.0,1.0,0.00079,0.002,3098.0,1.18108,2623.02465,,,0.98109,0.80483
15003000200,3.0,0.06163,0.0,0.98314,0.0,0.04901,0.0,0.0225,0.0,0.06111,1.0,0.48647,0.0,0.0,1.0,0.00442,1.0,0.0,1.0,0.22823,0.0,0.0,1.0,0.0011,1.0,0.0,1.0,0.00202,1.0,0.00129,1.0,0.0,1.0,0.00663,1.0,0.08853,0.0,0.02816,0.0,0.29652,0.0,0.01031,0.0,0.00202,1.0,0.03147,0.0,0.00607,0.0,0.0,1.0,0.00151,0.00539,5721.0,10.70681,534.33303,0.93892,0.69206,0.97274,0.79119
15003000301,3.0,0.09633,0.0,0.94759,0.0,0.06027,0.0,0.04925,0.0,0.06128,1.0,0.50195,0.0,0.01261,1.0,0.04616,1.0,0.0,1.0,0.27654,0.0,0.0,1.0,0.01108,1.0,0.0,1.0,0.01016,1.0,0.0146,1.0,0.0,1.0,0.00018,1.0,0.1154,0.0,0.03466,0.0,0.22465,0.0,0.04703,0.0,0.01931,1.0,0.04296,1.0,0.00368,0.0,0.0,1.0,0.00063,0.00289,3571.0,8.56895,416.73738,0.93368,0.68552,0.97724,0.79346
15003000302,3.0,0.02211,1.0,0.93868,0.0,0.09875,0.0,0.02616,0.0,0.03216,1.0,0.51693,0.0,0.0,1.0,0.02167,1.0,0.0,1.0,0.12322,0.0,0.0,1.0,0.00779,1.0,0.0,1.0,0.01185,1.0,0.0,1.0,0.0,1.0,0.01049,1.0,0.11171,0.0,0.0088,1.0,0.29079,0.0,0.01422,1.0,0.00372,1.0,0.00914,1.0,0.00331,0.0,0.10312,0.0,0.00141,0.00216,2672.0,2.37537,1124.87815,0.93368,0.68549,0.97724,0.79344
15003000401,3.0,0.06755,0.0,0.9627,0.0,0.01667,1.0,0.03544,1.0,0.03487,1.0,0.63009,0.0,0.00118,1.0,0.01881,1.0,0.00392,1.0,0.19984,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01881,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.12813,0.0,0.05799,0.0,0.36324,0.0,0.01411,1.0,0.00118,1.0,0.03762,1.0,0.00298,0.0,0.0,1.0,0.00152,0.00181,2748.0,6.17707,444.87099,0.91514,0.70316,0.98207,0.79711
15003000402,3.0,0.06153,0.0,1.0,0.0,0.03198,1.0,0.0267,0.0,0.03551,1.0,0.57308,0.0,0.0,1.0,0.00606,1.0,0.0,1.0,0.21855,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0033,1.0,0.00275,1.0,0.0,1.0,0.0,1.0,0.14726,0.0,0.03358,0.0,0.27195,0.0,0.03055,0.0,0.00963,1.0,0.0,1.0,0.00422,0.0,0.0,1.0,0.00053,0.00268,4113.0,3.00728,1367.68181,0.91496,0.70599,0.98245,0.79848
15003000500,3.0,0.10346,0.0,0.99016,0.0,0.07487,1.0,0.07033,0.0,0.07438,1.0,0.45794,0.0,0.0,1.0,0.01677,1.0,0.0,1.0,0.3657,0.0,0.0,1.0,0.0,1.0,0.00352,1.0,0.0,1.0,0.0046,1.0,0.00298,1.0,0.0,1.0,0.1017,0.0,0.02326,1.0,0.22045,0.0,0.06411,0.0,0.00243,1.0,0.01379,1.0,0.00415,0.0,0.03264,0.0,0.00984,0.00293,3836.0,3.91047,980.95641,0.9204,0.67171,0.97673,0.77892
15003000600,3.0,0.07405,0.0,0.9881,0.0,0.02967,1.0,0.1353,0.0,0.0206,1.0,0.36401,0.0,0.01374,1.0,0.03365,1.0,0.0,1.0,0.40385,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0158,1.0,0.0,1.0,0.0,1.0,0.01099,1.0,0.14904,0.0,0.01442,1.0,0.10165,0.0,0.04808,1.0,0.0,1.0,0.05838,1.0,0.00164,0.0,0.18699,0.0,0.00105,0.00096,1271.0,3.95269,321.55343,0.91725,0.67287,0.97708,0.78007
15003000700,3.0,0.0791,0.0,0.97025,0.0,0.09616,1.0,0.03113,1.0,0.05315,1.0,0.63455,0.0,0.00224,1.0,0.05465,1.0,1e-05,1.0,0.07335,0.0,1e-05,1.0,0.00384,1.0,0.0,1.0,0.01795,1.0,0.0124,1.0,6e-05,1.0,2e-05,1.0,0.13159,0.0,0.02505,1.0,0.39281,0.0,0.02137,1.0,0.00551,1.0,0.01294,1.0,0.00364,0.0,0.10482,0.0,0.00069,0.00258,3182.0,0.97406,3266.73152,0.93405,0.66669,0.97471,0.77208
15003000800,3.0,0.14557,0.0,0.96514,0.0,0.05263,1.0,0.04496,0.0,0.04944,1.0,0.54553,0.0,0.00636,1.0,0.03122,1.0,0.00231,1.0,0.17953,0.0,0.00318,1.0,0.0,1.0,0.0,1.0,0.01272,1.0,0.00318,1.0,0.00983,1.0,0.0,1.0,0.16421,0.0,0.07025,1.0,0.21798,0.0,0.00867,1.0,0.03036,1.0,0.04828,1.0,0.00402,0.0,0.06865,0.0,0.00084,0.0033,3706.0,1.11887,3312.28028,0.93355,0.6626,0.97152,0.76636
15003000901,3.0,0.07327,0.0,0.86765,0.0,0.068,1.0,0.02915,1.0,0.02127,1.0,0.61678,0.0,0.0,1.0,0.00591,1.0,0.0,1.0,0.2178,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00591,1.0,0.0,1.0,0.0,1.0,0.0067,1.0,0.14218,0.0,0.02284,1.0,0.35605,0.0,0.03308,1.0,0.0126,1.0,0.0,1.0,0.00294,0.0,0.02638,0.0,0.00115,0.00185,2601.0,0.83814,3103.31687,0.9178,0.68618,0.97951,0.78856
15003000903,3.0,0.05759,0.0,0.96139,0.0,0.02684,1.0,0.06326,0.0,0.1174,1.0,0.54088,0.0,0.0,1.0,0.10595,0.0,0.0,1.0,0.16743,0.0,0.0,1.0,0.01112,1.0,0.0,1.0,0.05134,0.0,0.00458,1.0,0.01046,1.0,0.00981,1.0,0.10759,0.0,0.02649,1.0,0.25867,0.0,0.02747,1.0,0.00883,1.0,0.0363,1.0,0.00364,0.0,0.18249,0.0,0.00182,0.00326,2988.0,0.61575,4852.63808,0.90952,0.67291,0.96594,0.77468
15003000904,3.0,0.04395,0.0,0.95007,0.0,0.01353,1.0,0.05205,0.0,0.04656,1.0,0.40494,0.0,0.00768,1.0,0.06259,1.0,0.0,1.0,0.27443,0.0,0.00256,1.0,0.0,1.0,0.0,1.0,0.00722,1.0,0.00791,1.0,0.0,1.0,1e-05,1.0,0.11145,0.0,0.03168,0.0,0.19185,0.0,0.01122,1.0,0.00258,1.0,0.07793,0.0,0.00234,0.0,0.15125,0.0,0.00022,0.00213,1953.0,0.6483,3012.49848,,,0.96598,0.77477
15003000905,3.0,0.04396,0.0,0.95005,0.0,0.01354,1.0,0.05205,0.0,0.04656,1.0,0.40497,0.0,0.00768,1.0,0.06258,1.0,0.0,1.0,0.27442,0.0,0.00256,1.0,0.0,1.0,0.0,1.0,0.00722,1.0,0.00791,1.0,0.0,1.0,1e-05,1.0,0.11145,0.0,0.03168,0.0,0.19188,0.0,0.01123,1.0,0.00258,1.0,0.07792,0.0,0.00276,0.0,0.14307,0.0,0.0008,0.00251,2333.0,0.8443,2763.24187,,,0.9662,0.774
15003001000,3.0,0.08595,1.0,0.92098,0.0,0.05806,0.0,0.04853,0.0,0.05038,1.0,0.50147,0.0,0.01591,1.0,0.06453,0.0,0.0,1.0,0.13819,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00884,1.0,0.0442,1.0,0.0,1.0,0.0,1.0,0.08014,1.0,0.05804,1.0,0.27254,0.0,0.00324,1.0,0.00678,1.0,0.02563,1.0,0.00408,0.0,0.38514,0.0,0.00089,0.00294,3104.0,8.40962,369.10117,0.91839,0.64653,0.96106,0.74008
15003001101,3.0,0.22238,0.0,0.73814,0.0,0.12927,1.0,0.16107,0.0,0.11012,1.0,0.35633,0.0,0.00406,1.0,0.03301,0.0,0.0,1.0,0.11634,1.0,0.00406,1.0,0.0,1.0,0.0,1.0,0.01786,1.0,0.00514,1.0,0.0,1.0,0.0,1.0,0.01759,1.0,0.08685,1.0,0.13718,0.0,0.00189,1.0,0.02435,1.0,0.38718,0.0,0.00148,0.0,0.0,1.0,5e-05,0.00185,1954.0,0.31901,6125.20563,,,0.96104,0.74
15003001102,3.0,0.22238,0.0,0.73814,0.0,0.12927,1.0,0.16107,0.0,0.11012,1.0,0.35633,0.0,0.00406,1.0,0.03301,0.0,0.0,1.0,0.11634,1.0,0.00406,1.0,0.0,1.0,0.0,1.0,0.01786,1.0,0.00514,1.0,0.0,1.0,0.0,1.0,0.01759,1.0,0.08685,1.0,0.13718,0.0,0.00189,1.0,0.02435,1.0,0.38718,0.0,0.00171,0.0,0.0,1.0,0.00011,0.00211,2238.0,0.50804,4405.1982,,,0.96201,0.74296
15003001201,3.0,0.17424,0.0,0.91329,0.0,0.06278,1.0,0.03769,0.0,0.08354,1.0,0.53989,0.0,0.00314,1.0,0.0559,0.0,0.0,1.0,0.08134,0.0,0.0,1.0,0.00628,1.0,0.0,1.0,0.0358,1.0,0.00251,1.0,0.00314,1.0,0.0,1.0,0.09077,0.0,0.04428,0.0,0.26853,0.0,0.02198,1.0,0.05685,1.0,0.09611,1.0,0.00366,0.0,0.25782,0.0,0.00186,0.0028,2983.0,0.53327,5593.7875,0.92536,0.6312,0.966,0.74379
15003001202,3.0,0.10434,0.0,0.90975,0.0,0.11177,0.0,0.05584,0.0,0.12829,1.0,0.53233,0.0,0.0,1.0,0.07116,1.0,0.0,1.0,0.13856,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02737,1.0,0.02668,1.0,0.0,1.0,0.00239,1.0,0.11871,0.0,0.07698,1.0,0.27882,0.0,0.013,1.0,0.00718,1.0,0.01916,1.0,0.00334,0.0,0.12039,0.0,0.00043,0.00299,3212.0,0.52073,6168.309,0.92537,0.62635,0.96608,0.74124
15003001300,3.0,0.15937,0.0,0.90249,0.0,0.09296,0.0,0.0967,0.0,0.10635,1.0,0.56934,0.0,0.00934,1.0,0.08575,0.0,0.00551,1.0,0.13509,0.0,0.00982,1.0,0.0,1.0,0.0,1.0,0.03162,1.0,0.00431,1.0,0.00263,1.0,0.0,1.0,0.12862,0.0,0.06898,0.0,0.27641,0.0,0.01844,1.0,0.01988,1.0,0.02323,1.0,0.00489,0.0,0.22606,0.0,0.00778,0.00414,4346.0,0.92808,4682.77446,0.92985,0.63278,0.96428,0.74275
15003001400,3.0,0.15119,0.0,0.95314,0.0,0.06781,1.0,0.03599,0.0,0.05416,1.0,0.60269,0.0,0.01127,1.0,0.05162,1.0,0.00182,1.0,0.16212,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00254,1.0,0.00145,1.0,0.01309,1.0,0.0,1.0,0.14867,0.0,0.03671,0.0,0.26245,0.0,0.03344,0.0,0.07125,1.0,0.03235,0.0,0.00318,0.0,0.26742,0.0,0.0003,0.00233,2616.0,0.50467,5183.54037,0.92764,0.63733,0.96684,0.7427
15003001501,3.0,0.11447,0.0,0.94374,0.0,0.05709,1.0,0.03881,0.0,0.06804,1.0,0.51645,0.0,0.00028,1.0,0.06888,1.0,0.00641,1.0,0.1372,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01729,1.0,0.01143,1.0,0.0,1.0,0.0,1.0,0.09202,0.0,0.02928,1.0,0.30117,0.0,0.03067,1.0,0.0,1.0,0.06442,0.0,0.00167,0.0,0.26155,0.0,0.00087,0.00128,1457.0,0.22282,6538.97381,,,0.96512,0.72265
15003001502,3.0,0.11447,0.0,0.94374,0.0,0.05709,1.0,0.03881,0.0,0.06804,1.0,0.51645,0.0,0.00028,1.0,0.06888,1.0,0.00641,1.0,0.1372,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01729,1.0,0.01143,1.0,0.0,1.0,0.0,1.0,0.09202,0.0,0.02928,1.0,0.30117,0.0,0.03067,1.0,0.0,1.0,0.06442,0.0,0.00266,0.0,0.23847,0.0,0.00055,0.00228,2301.0,0.33841,6799.5182,,,0.96172,0.717
15003001601,3.0,0.13994,0.0,0.94571,0.0,0.07043,0.0,0.08933,0.0,0.05497,1.0,0.51032,0.0,0.01144,1.0,0.03711,0.0,0.00335,1.0,0.21847,0.0,0.0,1.0,0.0,1.0,0.00279,1.0,0.01311,1.0,0.00028,1.0,0.00614,1.0,0.0014,1.0,0.12026,0.0,0.04046,1.0,0.26702,0.0,0.03265,1.0,0.00391,1.0,0.01953,1.0,0.00218,0.0,0.18599,0.0,0.00188,0.00209,1956.0,0.31408,6227.65208,,,0.95874,0.70651
15003001602,3.0,0.13994,0.0,0.94571,0.0,0.07043,0.0,0.08933,0.0,0.05497,1.0,0.51032,0.0,0.01144,1.0,0.03711,0.0,0.00335,1.0,0.21847,0.0,0.0,1.0,0.0,1.0,0.00279,1.0,0.01311,1.0,0.00028,1.0,0.00614,1.0,0.0014,1.0,0.12026,0.0,0.04046,1.0,0.26702,0.0,0.03265,1.0,0.00391,1.0,0.01953,1.0,0.00189,0.0,0.13416,0.0,0.0005,0.00176,1759.0,0.30494,5768.33972,,,0.96344,0.72926
15003001700,3.0,0.08064,0.0,0.91,0.0,0.08856,1.0,0.04946,1.0,0.04548,1.0,0.22683,0.0,0.00739,1.0,0.08357,1.0,0.00171,1.0,0.53951,0.0,0.01251,1.0,0.0,1.0,0.0,1.0,0.0108,1.0,0.01023,1.0,0.00966,1.0,0.02729,1.0,0.06538,0.0,0.01308,1.0,0.06538,0.0,0.0091,1.0,0.01251,1.0,0.02445,1.0,0.00195,0.0,0.0,1.0,0.00243,0.00227,2309.0,2.643,873.62883,0.91058,0.64594,0.96869,0.73892
15003001801,3.0,0.14706,0.0,0.51138,0.0,0.11379,1.0,0.1754,0.0,0.12907,1.0,0.30911,0.0,0.02169,1.0,0.04013,0.0,0.0,1.0,0.45445,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02061,1.0,0.00434,1.0,0.01085,1.0,0.00759,1.0,0.05423,1.0,0.08677,0.0,0.07592,0.0,0.01302,1.0,0.03362,1.0,0.05315,1.0,0.00102,0.0,0.04078,0.0,0.01106,0.00224,1093.0,0.16876,6476.65538,0.87721,0.49307,0.91117,0.63002
15003001803,3.0,0.22939,0.0,0.54328,0.0,0.11321,1.0,0.13008,0.0,0.08012,1.0,0.39946,0.0,0.02619,1.0,0.08898,0.0,0.0,1.0,0.35362,0.0,0.01348,1.0,0.00154,1.0,0.0,1.0,0.03428,0.0,0.00924,1.0,0.02119,1.0,0.02427,1.0,0.05085,0.0,0.09052,0.0,0.15639,0.0,0.05586,1.0,0.0,1.0,0.02773,1.0,0.00278,0.0,0.09516,0.0,0.00156,0.00583,2848.0,0.1295,21991.56045,0.87717,0.49298,0.91116,0.63002
15003001804,3.0,0.2179,0.0,0.79975,0.0,0.06174,1.0,0.25797,0.0,0.04638,1.0,0.31594,0.0,0.0,1.0,0.02246,1.0,0.0,1.0,0.46812,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02246,1.0,0.01159,1.0,0.06594,1.0,0.03188,1.0,0.14855,0.0,0.01304,1.0,0.0,1.0,0.05652,1.0,0.0012,0.0,0.0,1.0,0.00116,0.00357,1745.0,0.14604,11948.49397,0.87717,0.49298,0.91116,0.63002
15003001901,3.0,0.07009,1.0,0.68531,1.0,0.22131,1.0,0.19118,1.0,0.0,1.0,0.21495,0.0,0.0,1.0,0.07944,1.0,0.0,1.0,0.58879,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.05607,1.0,0.02336,1.0,0.02336,1.0,0.0,1.0,0.1028,1.0,0.04673,1.0,0.04206,1.0,0.0,1.0,0.02336,1.0,0.00025,0.0,0.0,1.0,0.03797,0.00052,383.0,1.74136,219.94288,0.85071,0.50997,0.92206,0.64896
15003001905,3.0,0.1582,0.0,0.81388,0.0,0.07035,1.0,0.08817,0.0,0.04448,1.0,0.31346,0.0,0.07779,1.0,0.04233,1.0,0.0,1.0,0.43201,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02763,1.0,0.00576,1.0,0.00492,1.0,0.0,1.0,0.03447,0.0,0.01175,1.0,0.18904,0.0,0.05246,0.0,0.0015,1.0,0.04635,1.0,0.0013,0.0,0.09525,0.0,0.0013,0.00234,1339.0,0.06112,21907.03109,,,0.92485,0.654
15003001906,3.0,0.23508,0.0,0.81296,0.0,0.06277,1.0,0.0941,0.0,0.05372,1.0,0.44522,0.0,0.01334,1.0,0.04003,0.0,0.0,1.0,0.35183,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01721,1.0,0.01545,1.0,0.00421,1.0,0.0,1.0,0.06215,0.0,0.02247,1.0,0.26826,0.0,0.06215,0.0,0.0151,1.0,0.05126,1.0,0.00271,0.0,0.09096,0.0,0.00238,0.00492,2814.0,0.093,30259.03668,,,0.92485,0.654
15003001907,3.0,0.14966,0.0,0.81396,0.0,0.07113,1.0,0.08752,0.0,0.04347,1.0,0.29897,0.0,0.08488,1.0,0.04258,1.0,0.0,1.0,0.44082,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02878,1.0,0.0047,1.0,0.00499,1.0,0.0,1.0,0.03142,0.0,0.01057,1.0,0.18032,0.0,0.0514,0.0,0.0,1.0,0.04581,1.0,0.00238,0.0,0.08947,0.0,0.00272,0.00431,2466.0,0.06544,37680.97774,,,0.92485,0.654
15003002003,3.0,0.25226,0.0,0.66469,0.0,0.08136,1.0,0.10286,0.0,0.10432,1.0,0.41326,0.0,0.02536,1.0,0.02882,1.0,0.0,1.0,0.48127,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01153,1.0,0.0,1.0,0.01037,1.0,0.0,1.0,0.07262,1.0,0.03228,1.0,0.21556,0.0,0.03862,1.0,0.00461,1.0,0.02133,1.0,0.0018,0.0,0.0,1.0,0.01332,0.00417,2037.0,0.14395,14150.97207,0.87717,0.49298,0.91116,0.63001
15003002004,3.0,0.25778,0.0,0.66966,0.0,0.06127,1.0,0.19601,0.0,0.04597,1.0,0.41891,0.0,0.01821,1.0,0.06245,1.0,0.0,1.0,0.39376,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03729,1.0,0.01041,1.0,0.0,1.0,0.00434,1.0,0.11882,0.0,0.05204,1.0,0.16305,0.0,0.02515,1.0,0.02949,1.0,0.02602,1.0,0.00118,0.0,0.17892,0.0,0.00979,0.0022,1073.0,0.15585,6884.70948,0.87717,0.49298,0.91116,0.63001
